ORDER_ID,DATE,EMAIL,AMOUNT
43,11/10/2016 11:59,pippo419@gmail.com,239.43
44,01/07/2016 19:28,pippo2@gmail.com,273.23
45,29/05/2016 13:26,pippo376@gmail.com,52.42
46,08/04/2016 19:58,pippo134@gmail.com,152.00
47,21/08/2016 20:21,pippo305@gmail.com,290.01
48,15/02/2016 17:10,pippo16@gmail.com,110.68
49,08/07/2016 9:00,pippo351@gmail.com,278.34
50,18/09/2016 9:47,pippo160@gmail.com,205.77
51,19/10/2016 21:56,pippo389@gmail.com,178.66
52,15/04/2016 14:05,pippo176@gmail.com,320.51
53,01/09/2016 7:14,pippo285@gmail.com,229.53
54,22/04/2016 17:35,pippo329@gmail.com,338.47
55,01/05/2016 1:20,pippo327@gmail.com,161.95
56,25/07/2016 13:20,pippo326@gmail.com,106.63
57,04/10/2016 2:07,pippo327@gmail.com,102.98
58,23/06/2016 18:25,pippo199@gmail.com,73.28
59,06/12/2016 10:35,pippo207@gmail.com,166.33
60,20/09/2016 3:26,pippo479@gmail.com,181.96
61,23/04/2016 21:25,pippo373@gmail.com,120.14
62,24/08/2016 3:08,pippo276@gmail.com,363.37
63,23/05/2016 14:32,pippo498@gmail.com,173.86
64,12/12/2016 4:13,pippo239@gmail.com,279.83
65,04/03/2016 17:10,pippo391@gmail.com,259.52
66,14/10/2016 18:57,pippo208@gmail.com,364.20
67,19/02/2016 2:58,pippo334@gmail.com,86.45
68,21/08/2016 22:44,pippo496@gmail.com,194.18
69,06/11/2016 14:51,pippo491@gmail.com,329.13
70,14/08/2016 21:24,pippo344@gmail.com,205.44
71,11/04/2016 7:55,pippo326@gmail.com,168.56
72,23/03/2016 23:54,pippo209@gmail.com,345.73
73,10/03/2016 8:33,pippo427@gmail.com,263.91
74,10/03/2016 19:02,pippo18@gmail.com,47.40
75,02/09/2016 1:50,pippo189@gmail.com,224.87
76,09/05/2016 13:15,pippo255@gmail.com,283.30
77,03/11/2016 1:24,pippo473@gmail.com,261.18
78,06/06/2016 15:36,pippo319@gmail.com,332.22
79,19/06/2016 4:16,pippo153@gmail.com,207.60
80,20/08/2016 15:14,pippo454@gmail.com,107.60
81,21/05/2016 1:54,pippo338@gmail.com,76.33
82,20/11/2016 8:26,pippo367@gmail.com,323.81
83,03/07/2016 1:34,pippo322@gmail.com,161.65
84,25/10/2016 9:11,pippo106@gmail.com,168.32
85,28/09/2016 18:58,pippo215@gmail.com,249.76
86,21/02/2016 16:03,pippo461@gmail.com,213.11
87,14/05/2016 4:23,pippo389@gmail.com,286.07
88,27/10/2016 15:11,pippo489@gmail.com,260.83
89,26/06/2016 5:36,pippo25@gmail.com,66.14
90,12/01/2016 13:15,pippo172@gmail.com,158.57
91,21/06/2016 8:51,pippo68@gmail.com,238.82
92,05/12/2016 0:23,pippo330@gmail.com,46.53
93,11/09/2016 9:09,pippo367@gmail.com,235.95
94,25/04/2016 23:28,pippo94@gmail.com,186.64
95,18/02/2016 12:16,pippo192@gmail.com,231.21
96,18/05/2016 13:43,pippo442@gmail.com,263.10
97,21/06/2016 7:46,pippo311@gmail.com,136.98
98,26/06/2016 21:18,pippo31@gmail.com,102.80
99,23/05/2016 1:08,pippo1@gmail.com,160.64
100,21/06/2016 10:35,pippo296@gmail.com,256.51
101,18/03/2016 23:20,pippo465@gmail.com,116.96
102,02/03/2016 2:51,pippo385@gmail.com,285.21
103,02/08/2016 21:50,pippo439@gmail.com,103.24
104,15/07/2016 7:14,pippo375@gmail.com,32.29
105,16/02/2016 14:12,pippo92@gmail.com,194.03
106,25/08/2016 22:16,pippo59@gmail.com,212.06
107,10/09/2016 23:43,pippo432@gmail.com,34.82
108,18/01/2016 23:17,pippo99@gmail.com,186.47
109,08/07/2016 9:16,pippo22@gmail.com,130.99
110,19/02/2016 14:07,pippo459@gmail.com,87.69
111,21/03/2016 5:06,pippo216@gmail.com,58.64
112,24/06/2016 19:43,pippo357@gmail.com,218.31
113,12/10/2016 14:48,pippo488@gmail.com,54.28
114,15/01/2016 12:25,pippo96@gmail.com,258.42
115,16/12/2016 12:30,pippo414@gmail.com,56.85
116,23/06/2016 2:38,pippo487@gmail.com,225.01
117,16/06/2016 21:44,pippo15@gmail.com,139.00
118,23/03/2016 7:58,pippo37@gmail.com,348.23
119,14/12/2016 21:24,pippo418@gmail.com,166.33
120,31/10/2016 14:38,pippo437@gmail.com,171.24
121,02/10/2016 8:13,pippo396@gmail.com,54.32
122,24/06/2016 5:10,pippo471@gmail.com,215.49
123,27/10/2016 3:57,pippo414@gmail.com,199.95
124,31/10/2016 16:26,pippo90@gmail.com,259.42
125,26/04/2016 7:06,pippo417@gmail.com,241.29
126,02/05/2016 9:28,pippo227@gmail.com,299.47
127,18/09/2016 1:32,pippo339@gmail.com,114.81
128,24/11/2016 22:16,pippo93@gmail.com,189.98
129,09/07/2016 4:08,pippo143@gmail.com,321.91
130,06/12/2016 15:37,pippo328@gmail.com,158.17
131,31/07/2016 23:37,pippo66@gmail.com,196.82
132,16/07/2016 14:44,pippo348@gmail.com,362.90
133,28/03/2016 12:00,pippo395@gmail.com,84.21
134,18/04/2016 18:03,pippo21@gmail.com,194.63
135,20/10/2016 21:10,pippo457@gmail.com,216.25
136,28/04/2016 6:47,pippo455@gmail.com,173.60
137,01/03/2016 4:29,pippo95@gmail.com,167.73
138,04/06/2016 0:03,pippo489@gmail.com,199.58
139,31/05/2016 11:51,pippo188@gmail.com,343.75
140,11/11/2016 5:44,pippo195@gmail.com,146.19
141,06/03/2016 10:38,pippo91@gmail.com,153.86
142,09/06/2016 0:23,pippo457@gmail.com,120.11
143,19/02/2016 16:01,pippo123@gmail.com,282.87
144,25/09/2016 13:22,pippo184@gmail.com,231.38
145,29/01/2016 15:55,pippo148@gmail.com,277.79
146,11/01/2016 18:59,pippo348@gmail.com,132.43
147,18/05/2016 4:59,pippo57@gmail.com,174.48
148,21/07/2016 7:59,pippo369@gmail.com,183.83
149,06/06/2016 21:45,pippo250@gmail.com,56.77
150,15/05/2016 13:41,pippo475@gmail.com,250.62
151,01/06/2016 9:12,pippo286@gmail.com,201.07
152,11/12/2016 21:48,pippo353@gmail.com,209.05
153,24/08/2016 23:29,pippo485@gmail.com,282.12
154,10/11/2016 11:01,pippo114@gmail.com,47.45
155,22/03/2016 6:46,pippo445@gmail.com,232.83
156,23/01/2016 1:43,pippo488@gmail.com,242.47
157,09/11/2016 11:47,pippo221@gmail.com,364.65
158,30/05/2016 2:00,pippo323@gmail.com,194.91
159,18/08/2016 8:39,pippo151@gmail.com,79.47
160,22/06/2016 23:02,pippo327@gmail.com,262.82
161,22/03/2016 22:34,pippo174@gmail.com,250.62
162,03/04/2016 5:48,pippo473@gmail.com,217.66
163,14/11/2016 12:12,pippo306@gmail.com,50.37
164,05/10/2016 9:27,pippo413@gmail.com,99.92
165,07/02/2016 7:48,pippo79@gmail.com,241.70
166,30/06/2016 2:13,pippo240@gmail.com,192.72
167,29/03/2016 13:54,pippo371@gmail.com,93.64
168,20/10/2016 23:11,pippo315@gmail.com,255.13
169,01/05/2016 10:36,pippo63@gmail.com,246.62
170,27/09/2016 3:40,pippo299@gmail.com,198.92
171,12/11/2016 8:40,pippo424@gmail.com,123.60
172,09/11/2016 12:04,pippo384@gmail.com,151.16
173,29/08/2016 5:01,pippo11@gmail.com,332.39
174,21/10/2016 8:42,pippo472@gmail.com,304.00
175,21/08/2016 23:20,pippo150@gmail.com,123.44
176,21/04/2016 5:03,pippo398@gmail.com,190.29
177,08/02/2016 2:36,pippo243@gmail.com,241.42
178,04/06/2016 0:11,pippo86@gmail.com,78.03
179,02/09/2016 12:33,pippo396@gmail.com,180.11
180,12/05/2016 2:07,pippo55@gmail.com,242.59
181,21/07/2016 9:41,pippo426@gmail.com,105.88
182,09/02/2016 21:57,pippo421@gmail.com,312.02
183,26/08/2016 4:24,pippo277@gmail.com,105.70
184,26/03/2016 7:31,pippo86@gmail.com,91.33
185,28/01/2016 22:01,pippo345@gmail.com,184.88
186,14/07/2016 18:25,pippo67@gmail.com,213.31
187,14/11/2016 11:49,pippo80@gmail.com,213.80
188,18/05/2016 6:37,pippo196@gmail.com,118.35
189,20/09/2016 6:38,pippo190@gmail.com,73.13
190,27/01/2016 20:15,pippo259@gmail.com,70.09
191,27/06/2016 20:00,pippo258@gmail.com,332.50
192,06/10/2016 18:10,pippo361@gmail.com,341.82
193,12/09/2016 1:21,pippo281@gmail.com,200.63
194,05/03/2016 5:32,pippo385@gmail.com,141.80
195,11/05/2016 1:19,pippo370@gmail.com,180.31
196,27/08/2016 6:30,pippo468@gmail.com,214.06
197,08/05/2016 14:04,pippo111@gmail.com,122.83
198,18/06/2016 4:11,pippo3@gmail.com,127.95
199,11/05/2016 6:00,pippo129@gmail.com,64.78
200,28/03/2016 14:33,pippo15@gmail.com,276.40
201,02/04/2016 9:53,pippo297@gmail.com,245.48
202,17/03/2016 18:53,pippo388@gmail.com,126.42
203,20/06/2016 4:36,pippo396@gmail.com,96.13
204,23/01/2016 16:54,pippo87@gmail.com,289.34
205,02/08/2016 1:15,pippo315@gmail.com,318.34
206,12/01/2016 6:56,pippo447@gmail.com,276.85
207,23/05/2016 3:33,pippo214@gmail.com,36.50
208,02/07/2016 14:50,pippo469@gmail.com,127.00
209,10/11/2016 5:49,pippo218@gmail.com,280.99
210,22/02/2016 15:07,pippo111@gmail.com,129.28
211,15/08/2016 4:10,pippo347@gmail.com,72.96
212,23/10/2016 23:43,pippo448@gmail.com,258.27
213,04/11/2016 17:44,pippo319@gmail.com,91.29
214,31/08/2016 13:42,pippo115@gmail.com,213.87
215,04/09/2016 13:57,pippo360@gmail.com,206.18
216,13/03/2016 20:27,pippo425@gmail.com,200.59
217,10/06/2016 13:37,pippo100@gmail.com,94.92
218,12/11/2016 22:25,pippo397@gmail.com,291.06
219,26/02/2016 0:49,pippo167@gmail.com,96.04
220,29/02/2016 7:49,pippo68@gmail.com,91.81
221,01/12/2016 11:37,pippo10@gmail.com,156.99
222,02/01/2016 16:18,pippo137@gmail.com,220.90
223,30/10/2016 4:49,pippo332@gmail.com,253.44
224,24/02/2016 16:29,pippo414@gmail.com,341.06
225,08/07/2016 1:29,pippo125@gmail.com,329.61
226,10/01/2016 10:02,pippo357@gmail.com,146.64
227,11/09/2016 19:42,pippo364@gmail.com,137.79
228,05/02/2016 21:29,pippo467@gmail.com,297.11
229,07/05/2016 16:31,pippo210@gmail.com,118.82
230,17/09/2016 11:01,pippo366@gmail.com,322.37
231,20/08/2016 17:48,pippo317@gmail.com,120.52
232,08/01/2016 17:47,pippo384@gmail.com,122.44
233,10/09/2016 9:47,pippo45@gmail.com,309.10
234,15/09/2016 5:07,pippo76@gmail.com,179.30
235,13/11/2016 17:58,pippo140@gmail.com,312.65
236,01/12/2016 0:58,pippo376@gmail.com,359.07
237,29/07/2016 22:33,pippo169@gmail.com,205.63
238,03/11/2016 21:15,pippo365@gmail.com,80.16
239,19/10/2016 10:57,pippo9@gmail.com,226.92
240,21/09/2016 21:50,pippo383@gmail.com,139.90
241,19/05/2016 9:44,pippo107@gmail.com,370.45
242,01/01/2016 15:52,pippo302@gmail.com,64.97
243,14/03/2016 14:55,pippo321@gmail.com,109.27
244,04/04/2016 6:59,pippo434@gmail.com,121.30
245,03/04/2016 17:26,pippo73@gmail.com,224.22
246,20/12/2016 22:22,pippo107@gmail.com,346.86
247,02/03/2016 6:54,pippo444@gmail.com,42.11
248,19/02/2016 2:06,pippo369@gmail.com,128.63
249,30/10/2016 15:26,pippo482@gmail.com,177.34
250,03/04/2016 1:08,pippo327@gmail.com,163.53
251,04/01/2016 20:39,pippo22@gmail.com,84.09
252,05/10/2016 2:59,pippo253@gmail.com,47.36
253,26/12/2016 11:45,pippo215@gmail.com,288.67
254,13/01/2016 14:29,pippo360@gmail.com,170.59
255,07/01/2016 18:08,pippo184@gmail.com,159.77
256,07/11/2016 19:43,pippo406@gmail.com,333.25
257,10/07/2016 0:27,pippo415@gmail.com,166.26
258,09/03/2016 23:09,pippo221@gmail.com,294.32
259,12/07/2016 6:31,pippo177@gmail.com,115.60
260,07/01/2016 21:20,pippo436@gmail.com,89.09
261,16/11/2016 7:38,pippo254@gmail.com,113.67
262,30/08/2016 19:52,pippo107@gmail.com,119.31
263,10/04/2016 4:42,pippo67@gmail.com,144.59
264,09/01/2016 7:56,pippo393@gmail.com,275.60
265,02/08/2016 17:02,pippo84@gmail.com,124.47
266,11/07/2016 4:59,pippo489@gmail.com,47.05
267,08/04/2016 2:07,pippo113@gmail.com,38.65
268,05/07/2016 19:31,pippo498@gmail.com,32.78
269,14/06/2016 19:22,pippo31@gmail.com,92.80
270,10/09/2016 21:59,pippo231@gmail.com,109.88
271,27/03/2016 2:09,pippo405@gmail.com,283.76
272,24/07/2016 19:20,pippo64@gmail.com,317.12
273,02/04/2016 14:32,pippo363@gmail.com,336.83
274,18/08/2016 9:51,pippo413@gmail.com,30.68
275,27/01/2016 19:16,pippo120@gmail.com,253.69
276,01/01/2016 5:45,pippo224@gmail.com,97.22
277,04/07/2016 23:50,pippo242@gmail.com,88.56
278,27/10/2016 13:05,pippo60@gmail.com,286.47
279,19/08/2016 2:21,pippo206@gmail.com,354.11
280,05/08/2016 7:39,pippo77@gmail.com,336.62
281,14/02/2016 16:21,pippo329@gmail.com,88.29
282,29/08/2016 21:52,pippo433@gmail.com,182.75
283,03/07/2016 22:52,pippo474@gmail.com,257.95
284,23/08/2016 18:23,pippo125@gmail.com,200.88
285,09/02/2016 23:41,pippo17@gmail.com,72.94
286,05/09/2016 14:50,pippo159@gmail.com,257.61
287,12/12/2016 20:20,pippo169@gmail.com,104.06
288,27/10/2016 2:21,pippo25@gmail.com,256.48
289,25/07/2016 4:48,pippo31@gmail.com,126.46
290,09/09/2016 7:28,pippo329@gmail.com,179.03
291,16/01/2016 18:22,pippo321@gmail.com,213.28
292,17/10/2016 23:05,pippo477@gmail.com,56.81
293,05/10/2016 3:22,pippo227@gmail.com,251.03
294,26/11/2016 22:28,pippo273@gmail.com,35.09
295,12/07/2016 13:37,pippo429@gmail.com,14.88
296,26/11/2016 8:38,pippo423@gmail.com,43.42
297,11/07/2016 3:07,pippo141@gmail.com,145.07
298,29/11/2016 15:21,pippo259@gmail.com,257.12
299,03/05/2016 10:38,pippo333@gmail.com,293.14
300,26/10/2016 17:50,pippo415@gmail.com,104.47
301,11/12/2016 10:56,pippo302@gmail.com,76.90
302,27/10/2016 8:53,pippo167@gmail.com,331.21
303,13/07/2016 10:48,pippo167@gmail.com,93.00
304,22/11/2016 23:21,pippo447@gmail.com,334.79
305,13/01/2016 23:13,pippo371@gmail.com,264.85
306,06/12/2016 23:02,pippo241@gmail.com,75.80
307,28/07/2016 15:49,pippo181@gmail.com,276.60
308,06/08/2016 21:36,pippo288@gmail.com,215.75
309,30/05/2016 18:50,pippo271@gmail.com,103.58
310,02/07/2016 7:57,pippo158@gmail.com,138.89
311,15/06/2016 9:42,pippo259@gmail.com,239.64
312,05/06/2016 9:25,pippo74@gmail.com,298.98
313,30/01/2016 11:38,pippo454@gmail.com,355.90
314,03/11/2016 4:54,pippo55@gmail.com,237.20
315,29/11/2016 7:55,pippo26@gmail.com,262.35
316,03/01/2016 14:37,pippo98@gmail.com,126.88
317,16/01/2016 18:58,pippo412@gmail.com,156.44
318,19/09/2016 23:56,pippo220@gmail.com,44.54
319,22/03/2016 23:41,pippo337@gmail.com,228.54
320,14/01/2016 21:54,pippo325@gmail.com,250.58
321,06/04/2016 19:19,pippo3@gmail.com,162.11
322,16/03/2016 9:50,pippo185@gmail.com,205.33
323,04/12/2016 0:38,pippo324@gmail.com,263.63
324,25/12/2016 23:27,pippo283@gmail.com,60.45
325,07/11/2016 14:15,pippo77@gmail.com,90.73
326,23/08/2016 21:46,pippo34@gmail.com,135.25
327,02/11/2016 12:11,pippo435@gmail.com,258.96
328,07/10/2016 17:58,pippo299@gmail.com,272.61
329,04/04/2016 9:03,pippo307@gmail.com,270.28
330,17/08/2016 14:02,pippo198@gmail.com,236.20
331,17/01/2016 2:51,pippo146@gmail.com,143.65
332,26/03/2016 23:05,pippo247@gmail.com,296.94
333,30/12/2016 10:20,pippo249@gmail.com,264.32
334,17/10/2016 23:41,pippo465@gmail.com,190.96
335,25/06/2016 13:25,pippo257@gmail.com,249.96
336,12/05/2016 14:36,pippo326@gmail.com,119.50
337,27/05/2016 23:53,pippo494@gmail.com,110.26
338,12/04/2016 18:31,pippo457@gmail.com,105.35
339,28/08/2016 1:46,pippo425@gmail.com,153.99
340,19/05/2016 15:42,pippo452@gmail.com,62.20
341,25/02/2016 4:31,pippo53@gmail.com,300.96
342,17/01/2016 19:41,pippo358@gmail.com,200.47
343,25/10/2016 0:45,pippo471@gmail.com,84.01
344,31/08/2016 3:11,pippo433@gmail.com,260.10
345,15/09/2016 21:34,pippo185@gmail.com,115.50
346,01/06/2016 23:20,pippo495@gmail.com,75.87
347,22/07/2016 20:30,pippo218@gmail.com,206.16
348,02/08/2016 1:29,pippo324@gmail.com,127.20
349,02/07/2016 20:00,pippo283@gmail.com,298.78
350,19/02/2016 11:22,pippo238@gmail.com,121.98
351,29/06/2016 3:35,pippo150@gmail.com,144.30
352,31/10/2016 9:38,pippo119@gmail.com,229.69
353,30/04/2016 13:49,pippo173@gmail.com,205.56
354,04/08/2016 6:12,pippo409@gmail.com,364.84
355,05/12/2016 9:26,pippo65@gmail.com,66.95
356,11/10/2016 10:14,pippo460@gmail.com,250.44
357,15/07/2016 3:33,pippo347@gmail.com,84.80
358,21/04/2016 14:56,pippo205@gmail.com,44.90
359,17/11/2016 16:14,pippo434@gmail.com,275.77
360,10/05/2016 13:53,pippo491@gmail.com,267.29
361,27/04/2016 13:57,pippo288@gmail.com,48.49
362,26/07/2016 6:39,pippo63@gmail.com,132.83
363,13/11/2016 22:02,pippo163@gmail.com,217.65
364,29/03/2016 18:33,pippo106@gmail.com,349.63
365,25/09/2016 19:29,pippo293@gmail.com,251.85
366,22/11/2016 17:03,pippo177@gmail.com,297.33
367,18/04/2016 5:40,pippo313@gmail.com,190.21
368,08/10/2016 15:08,pippo235@gmail.com,72.84
369,14/11/2016 6:13,pippo244@gmail.com,188.80
370,24/02/2016 5:18,pippo26@gmail.com,356.71
371,16/04/2016 9:17,pippo161@gmail.com,262.99
372,16/04/2016 11:16,pippo25@gmail.com,152.82
373,20/11/2016 8:16,pippo75@gmail.com,177.38
374,27/04/2016 10:39,pippo118@gmail.com,253.51
375,03/09/2016 21:01,pippo279@gmail.com,156.27
376,16/02/2016 12:39,pippo410@gmail.com,74.99
377,10/07/2016 20:19,pippo165@gmail.com,129.41
378,10/06/2016 12:23,pippo138@gmail.com,59.82
379,03/09/2016 6:05,pippo211@gmail.com,199.71
380,03/06/2016 23:21,pippo386@gmail.com,310.80
381,16/02/2016 7:43,pippo41@gmail.com,314.08
382,09/12/2016 0:14,pippo425@gmail.com,150.37
383,01/11/2016 6:53,pippo442@gmail.com,43.67
384,25/01/2016 2:02,pippo347@gmail.com,281.42
385,31/05/2016 15:35,pippo23@gmail.com,228.67
386,29/05/2016 4:57,pippo10@gmail.com,343.05
387,23/11/2016 21:59,pippo414@gmail.com,372.16
388,12/06/2016 16:18,pippo38@gmail.com,229.37
389,21/11/2016 5:26,pippo478@gmail.com,229.68
390,16/01/2016 3:18,pippo114@gmail.com,148.18
391,12/11/2016 12:47,pippo129@gmail.com,171.54
392,24/10/2016 19:11,pippo147@gmail.com,242.61
393,29/02/2016 23:24,pippo244@gmail.com,239.43
394,14/01/2016 17:48,pippo178@gmail.com,362.92
395,05/05/2016 22:54,pippo181@gmail.com,71.91
396,30/11/2016 11:21,pippo288@gmail.com,303.31
397,20/02/2016 5:16,pippo441@gmail.com,241.27
398,21/04/2016 4:58,pippo402@gmail.com,162.51
399,06/06/2016 6:57,pippo22@gmail.com,179.41
400,09/01/2016 11:49,pippo12@gmail.com,159.58
401,15/12/2016 13:18,pippo182@gmail.com,140.04
402,05/04/2016 8:06,pippo198@gmail.com,308.27
403,02/10/2016 16:14,pippo439@gmail.com,154.40
404,18/09/2016 22:25,pippo226@gmail.com,203.13
405,19/07/2016 9:44,pippo187@gmail.com,333.59
406,17/01/2016 3:06,pippo345@gmail.com,287.96
407,08/02/2016 16:43,pippo465@gmail.com,82.91
408,18/05/2016 12:48,pippo339@gmail.com,63.58
409,05/08/2016 7:24,pippo462@gmail.com,249.63
410,11/01/2016 6:17,pippo383@gmail.com,101.61
411,29/11/2016 16:58,pippo318@gmail.com,91.13
412,02/11/2016 3:55,pippo201@gmail.com,346.66
413,08/02/2016 22:05,pippo434@gmail.com,119.50
414,10/05/2016 12:42,pippo375@gmail.com,193.68
415,19/11/2016 1:56,pippo263@gmail.com,134.68
416,11/11/2016 4:54,pippo133@gmail.com,94.83
417,03/12/2016 3:51,pippo497@gmail.com,22.70
418,05/01/2016 2:31,pippo486@gmail.com,305.77
419,22/12/2016 6:46,pippo379@gmail.com,74.90
420,30/07/2016 20:16,pippo67@gmail.com,181.28
421,08/04/2016 11:57,pippo67@gmail.com,159.46
422,05/01/2016 23:10,pippo5@gmail.com,167.50
423,20/01/2016 12:54,pippo393@gmail.com,137.98
424,30/01/2016 22:07,pippo288@gmail.com,309.12
425,17/03/2016 20:47,pippo192@gmail.com,273.81
426,03/03/2016 6:25,pippo278@gmail.com,100.99
427,15/11/2016 1:31,pippo9@gmail.com,83.31
428,13/09/2016 10:11,pippo397@gmail.com,183.10
429,06/11/2016 4:54,pippo390@gmail.com,256.24
430,12/02/2016 10:51,pippo326@gmail.com,159.10
431,04/02/2016 15:22,pippo92@gmail.com,305.41
432,13/10/2016 12:40,pippo48@gmail.com,74.27
433,17/05/2016 15:36,pippo194@gmail.com,36.76
434,26/07/2016 3:31,pippo99@gmail.com,264.89
435,24/05/2016 19:29,pippo123@gmail.com,221.55
436,12/02/2016 3:09,pippo317@gmail.com,260.50
437,25/11/2016 5:02,pippo313@gmail.com,101.64
438,23/02/2016 17:09,pippo35@gmail.com,347.53
439,17/11/2016 7:45,pippo333@gmail.com,170.79
440,21/06/2016 8:51,pippo368@gmail.com,84.54
441,11/07/2016 6:54,pippo197@gmail.com,360.75
442,07/11/2016 22:08,pippo92@gmail.com,77.01
443,22/04/2016 7:36,pippo9@gmail.com,165.69
444,12/06/2016 0:27,pippo109@gmail.com,161.47
445,03/06/2016 19:26,pippo376@gmail.com,149.42
446,02/05/2016 2:15,pippo352@gmail.com,214.95
447,08/07/2016 13:02,pippo91@gmail.com,246.96
448,08/08/2016 5:18,pippo426@gmail.com,106.63
449,18/08/2016 14:21,pippo254@gmail.com,94.04
450,07/09/2016 23:42,pippo366@gmail.com,240.75
451,06/10/2016 16:14,pippo160@gmail.com,111.31
452,08/03/2016 21:57,pippo214@gmail.com,301.95
453,16/03/2016 18:12,pippo61@gmail.com,99.85
454,27/02/2016 18:20,pippo9@gmail.com,252.24
455,14/02/2016 8:24,pippo422@gmail.com,105.88
456,20/08/2016 2:20,pippo126@gmail.com,185.95
457,08/06/2016 21:10,pippo172@gmail.com,73.00
458,06/01/2016 11:35,pippo94@gmail.com,44.78
459,26/03/2016 22:28,pippo206@gmail.com,309.16
460,03/05/2016 22:17,pippo421@gmail.com,50.41
461,12/11/2016 18:58,pippo399@gmail.com,267.25
462,13/07/2016 11:01,pippo486@gmail.com,345.68
463,27/10/2016 4:00,pippo43@gmail.com,320.96
464,09/07/2016 12:48,pippo198@gmail.com,302.07
465,24/08/2016 17:31,pippo391@gmail.com,220.94
466,04/10/2016 19:35,pippo403@gmail.com,273.79
467,05/01/2016 1:02,pippo264@gmail.com,177.45
468,14/11/2016 3:35,pippo117@gmail.com,97.09
469,11/05/2016 2:34,pippo356@gmail.com,182.88
470,09/11/2016 19:12,pippo26@gmail.com,108.32
471,24/08/2016 22:45,pippo168@gmail.com,44.35
472,25/06/2016 22:10,pippo498@gmail.com,319.08
473,16/09/2016 19:44,pippo366@gmail.com,388.83
474,04/01/2016 19:31,pippo262@gmail.com,272.50
475,03/02/2016 5:01,pippo88@gmail.com,281.24
476,02/05/2016 1:41,pippo326@gmail.com,44.79
477,18/02/2016 10:48,pippo493@gmail.com,95.02
478,09/05/2016 8:54,pippo28@gmail.com,126.53
479,29/07/2016 8:36,pippo451@gmail.com,321.95
480,02/09/2016 1:48,pippo26@gmail.com,203.41
481,05/02/2016 9:27,pippo456@gmail.com,47.97
482,09/08/2016 12:59,pippo452@gmail.com,81.74
483,17/10/2016 6:43,pippo138@gmail.com,306.64
484,14/07/2016 18:13,pippo278@gmail.com,118.95
485,11/04/2016 11:29,pippo202@gmail.com,301.45
486,21/12/2016 8:12,pippo88@gmail.com,48.05
487,03/08/2016 11:14,pippo485@gmail.com,232.52
488,02/08/2016 9:16,pippo473@gmail.com,56.86
489,20/05/2016 9:18,pippo488@gmail.com,264.83
490,11/10/2016 15:04,pippo295@gmail.com,127.54
491,29/09/2016 21:36,pippo89@gmail.com,289.51
492,21/11/2016 16:21,pippo369@gmail.com,310.30
493,07/01/2016 23:42,pippo263@gmail.com,163.08
494,22/07/2016 11:49,pippo131@gmail.com,255.12
495,15/04/2016 13:32,pippo287@gmail.com,100.95
496,28/05/2016 2:01,pippo181@gmail.com,231.30
497,30/07/2016 2:00,pippo264@gmail.com,299.60
498,26/01/2016 10:05,pippo275@gmail.com,268.53
